"2681","Harlem Clinics #1 #3 #6 #7","Hospital Extension Clinic","103 East 125th Street",,"New York","New York","10035","7093","New York",+0040.804955,-0073.938629
"2685","Beth Israel Med Center 3-C","Hospital Extension Clinic","433 2nd Avenue",,"New York","New York","10010","7093","New York",+0040.739037,-0073.980141
"2686","Beth Israel Med Center 8 & 8-D","Hospital Extension Clinic","140 West 125th Street",,"New York","New York","10027","7093","New York",+0040.808220,-0073.946678
"269","Schofield Residence","Residential Health Care Facility - SNF","3333 Elmwood Avenue",,"Kenmore","New York","14217","14","Erie",+0042.988373,-0078.878601
"2691","Beth Israel Med Center Cooper Square","Hospital Extension Clinic","26 Avenue A",,"New York","New York","10003","7093","New York",+0040.723099,-0073.985603
"27","Bethlehem Commons Care Center","Residential Health Care Facility - SNF","125 Rockefeller Road",,"Delmar","New York","12054","1","Albany",+0042.625923,-0073.802002
"272","Elderwood at Lancaster","Residential Health Care Facility - SNF","1818 Como Park Blvd",,"Lancaster","New York","14086","14","Erie",+0042.892838,-0078.684792
"274","Comprehensive Rehabilitation and Nursing Center at Williamsville","Residential Health Care Facility - SNF","147 Reist Street",,"Williamsville","New York","14221","14","Erie",+0042.965672,-0078.751503
"2761","Adapt Community Network","Diagnostic and Treatment Center","175 Lawrence Avenue",,"Brooklyn","New York","11230","7095","Kings",+0040.630581,-0073.973892
"2766","Planned Parenthood Kingston Health Center","Diagnostic and Treatment Center Extension Clinic","21 Grand Street",,"Kingston","New York","12401","55","Ulster",+0041.928814,-0073.999496
"277","Brooklyn-Queens Nursing Home","Residential Health Care Facility - SNF","2749 Linden Blvd",,"Brooklyn","New York","11208","7095","Kings",+0040.669674,-0073.862778
"2771","Planned Parenthood of Central and Western New York","Diagnostic and Treatment Center Extension Clinic","15 Webster Street",,"North Tonawanda","New York","14120","31","Niagara",+0043.022358,-0078.877762
"278","Absolut Center for Nursing and Rehabilitation at Aurora Park, LLC","Residential Health Care Facility - SNF","292 Main Street",,"East Aurora","New York","14052","14","Erie",+0042.768101,-0078.623482
"2787","Planned Parenthood Rome Health Center","Diagnostic and Treatment Center Extension Clinic","111 East Chestnut Street",,"Rome","New York","13440","32","Oneida",+0043.231136,-0075.441330
"2789","Planned Parenthood of the North Country, New York, Inc. - Saranac Lake","Diagnostic and Treatment Center Extension Clinic","41 St Bernard Street",,"Saranac Lake","New York","12983","16","Franklin",+0044.325516,-0074.130325
"2790","Planned Parenthood of the North Country, New York, Inc. - Malone","Diagnostic and Treatment Center Extension Clinic","246 West Main Street, Ste.#1",,"Malone","New York","12953","16","Franklin",+0044.848095,-0074.309120
"2793","Planned Parenthood of the North Country, New York, Inc. - Canton","Diagnostic and Treatment Center Extension Clinic","9 Miner Street",,"Canton","New York","13617","44","Saint Lawrence",+0044.594929,-0075.171242
"2794","Planned Parenthood of the North Country, New York, Inc. - Ogdensburg","Diagnostic and Treatment Center Extension Clinic","419 Ford St",,"Ogdensburg","New York","13669","44","Saint Lawrence",+0044.698196,-0075.491165
"2799","Upper Hudson Planned Parenthood, Inc.","Diagnostic and Treatment Center Extension Clinic","200 Broadway Hendrick Hudson Bldg",,"Troy","New York","12180","41","Rensselaer",+0042.731441,-0073.691093
"280","Bertrand Chaffee Hospital","Hospital","224 East Main St",,"Springville","New York","14141","14","Erie",+0042.508575,-0078.659103
"2803","Planned Parenthood Corning Health Center","Diagnostic and Treatment Center Extension Clinic","35 West William Street",,"Corning","New York","14830","50","Steuben",+0042.142570,-0077.056992
"2809","Rensselaer County Health Dept","Diagnostic and Treatment Center Extension Clinic","69 Church Street",,"Hoosick Falls","New York","12090","41","Rensselaer",+0042.899986,-0073.352020
"281","Jennie B Richmond Chaffee Nursing Home Company Inc","Residential Health Care Facility - SNF","222 East Main Street",,"Springville","New York","14141","14","Erie",+0042.508579,-0078.659195
"2813","Whitney M Young Methadone Rehab Clinic","Diagnostic and Treatment Center Extension Clinic","10 Dewitt Street",,"Albany","New York","12207","1","Albany",+0042.703697,-0073.807610
"2815","Elderwood at Williamsville","Residential Health Care Facility - SNF","200 Bassett Road",,"Williamsville","New York","14221","14","Erie",+0042.996937,-0078.731537
"2819","Visiting Nurse Service of Northeastern New York","Long Term Home Health Care Program","108 Erie Boulevard",,"Schenectady","New York","12305","46","Schenectady",+0042.811604,-0073.949379
"282","Fiddlers Green Manor Rehabilitation and Nursing Center","Residential Health Care Facility - SNF","168 West Main Street",,"Springville","New York","14141","14","Erie",+0042.508789,-0078.673546
"2829","Planned Parenthood Saratoga Health Center","Diagnostic and Treatment Center Extension Clinic","236 Washington Street",,"Saratoga Springs","New York","12866","45","Saratoga",+0043.079655,-0073.801552
"2830","Franziska Racker Centers","Diagnostic and Treatment Center Extension Clinic","555 S Warren Rd",,"Ithaca","New York","14850","54","Tompkins",+0042.475258,-0076.466187
"2831","Huntington Methadone","Diagnostic and Treatment Center Extension Clinic","689 E Jericho Turnpike",,"Huntington Station","New York","11746","51","Suffolk",+0040.834328,-0073.385345
"2832","North County Complex Methadone Maintenance Treatment Program","Diagnostic and Treatment Center Extension Clinic","151 N County Complex",,"Hauppauge","New York","11788","51","Suffolk",+0040.826127,-0073.232344
"2841","Nunda Center","Diagnostic and Treatment Center Extension Clinic","61 North State Street",,"Nunda","New York","14517","25","Livingston",+0042.582867,-0077.941673
"2842","Cohocton Center","Diagnostic and Treatment Center Extension Clinic","Park Avenue",,"Cohocton","New York","14826","50","Steuben",+0042.497738,-0077.495895
"2844","Oak Orchard Community Health Center","Diagnostic and Treatment Center Extension Clinic","301 West Avenue",,"Albion","New York","14411","36","Orleans",+0043.240894,-0078.202805
"2848","Mary Walker Health Center Clinic","Diagnostic and Treatment Center Extension Clinic","SUNY Oswego",,"Oswego New York","New York","13126","37","Oswego",+0043.454305,-0076.544068
"2865","VNA of Staten Island","Long Term Home Health Care Program","400 Lake Avenue",,"Staten Island","New York","10303","7097","Richmond",+0040.626369,-0074.152084
"2872","Public Health Solutions Fort Greene Center","Diagnostic and Treatment Center","295 Flatbush Avenue Extension",,"Brooklyn","New York","11201","7095","Kings",+0040.691814,-0073.982254
"2876","Community Healthcare Network","Diagnostic and Treatment Center Extension Clinic","90-04 161 Street",,"Jamaica","New York","11432","7096","Queens",+0040.705341,-0073.799408
"2877","Cornerstone Family Healthcare at Pine Bush","Diagnostic and Treatment Center Extension Clinic","Gateway Plaza and Cameron Lane",,"Pinebush","New York","12566","35","Orange",+0041.608796,-0074.301770
"288","Beechwood Homes","Residential Health Care Facility - SNF","2235 Millersport Highway",,"Getzville","New York","14068","14","Erie",+0043.009171,-0078.772995
"2882","St Martin De Porres Clinic","Hospital Extension Clinic","480 Alabama Avenue",,"Brooklyn","New York","11207","7095","Kings",+0040.664169,-0073.896873
"2884","Methadone Clinc I","Hospital Extension Clinic","1480 Prospect Place",,"Brooklyn","New York","11213","7095","Kings",+0040.673027,-0073.927460
"2889","Methadone Clinic II","Hospital Extension Clinic","639 Classon Avenue",,"Brooklyn","New York","11238","7095","Kings",+0040.678497,-0073.958687
"2910","START Treatment & Recovery Centers","Diagnostic and Treatment Center Extension Clinic","2195 Third Avenue",,"New York","New York","10035","7093","New York",+0040.800331,-0073.938187
"2911","START Treatment & Recovery Centers","Diagnostic and Treatment Center Extension Clinic","119 West 124th Street",,"New York","New York","10027","7093","New York",+0040.807346,-0073.946411
"2912","START Treatment & Recovery Centers","Diagnostic and Treatment Center Extension Clinic","494-500 Dumont Ave",,"Brooklyn","New York","11207","7095","Kings",+0040.665440,-0073.899811
"2913","START Treatment & Recovery Centers","Diagnostic and Treatment Center Extension Clinic","1155 Myrtle Avenue",,"Brooklyn","New York","11206","7095","Kings",+0040.697041,-0073.935173
"2914","START Treatment & Recovery Centers","Diagnostic and Treatment Center Extension Clinic","937 Fulton Street",,"Brooklyn","New York","11238","7095","Kings",+0040.683155,-0073.965019
"292","Sisters of Charity Hospital - St. Joseph Campus","Hospital","2605 Harlem Road",,"Cheektowaga","New York","14225","14","Erie",+0042.914642,-0078.784241
"294","Garden Gate Health Care Facility","Residential Health Care Facility - SNF","2365 Union Road",,"Cheektowaga","New York","14227","14","Erie",+0042.876450,-0078.753273
"2941","Greenwich House Methadone","Diagnostic and Treatment Center","190 Mercer Street",,"New York","New York","10012","7093","New York",+0040.725502,-0073.997757
"2942","Judson Health Center","Diagnostic and Treatment Center Extension Clinic","34 Spring Street",,"New York","New York","10012","7093","New York",+0040.721695,-0073.995766
"2951","Suffolk County Department of Health Clinic Services - Hauppauge Methadone","Diagnostic and Treatment Center","200 Wireless Boulevard",,"Hauppauge","New York","11788","51","Suffolk",+0040.814511,-0073.266313
"2954","Nassau County Department of Mental Health, Chemical Dependency and Developmental Disability Services - Methadone Maintenance Cli","Diagnostic and Treatment Center","Bldg K 2201 Hempstead Turnpike",,"East Meadow","New York","11554","29","Nassau",+0040.725353,-0073.554321
"2956","Autumn View Health Care Facility, LLC","Residential Health Care Facility - SNF","S 4650 Southwestern Blvd",,"Hamburg","New York","14075","14","Erie",+0042.760113,-0078.832321
"2958","Cattaraugus Co Health Department","Long Term Home Health Care Program","1 Leo Moss Drive",,"Olean","New York","14760","4","Cattaraugus",+0042.086971,-0078.450386
"296","Brothers of Mercy Nursing & Rehabilitation Center","Residential Health Care Facility - SNF","10570 Bergtold Road",,"Clarence","New York","14031","14","Erie",+0042.966110,-0078.594223
"2960","Metropolitan Jewish Long Term Home Care","Long Term Home Health Care Program","6323 Seventh Avenue",,"Brooklyn","New York","11220","7095","Kings",+0040.634759,-0074.013732
"2961","Montefiore Medical Center","Long Term Home Health Care Program","One Fordham Plaza Suite 1100",,"Bronx","New York","10458","7094","Bronx",+0040.860298,-0073.889198
"2965","Nascentia Health at Home","Long Term Home Health Care Program","1050 West Genesee Street",,"Syracuse","New York","13204","33","Onondaga",+0043.053761,-0076.172157
"2966","Visiting Nurse Service of New York Home Care","Long Term Home Health Care Program","1250 Broadway",,"New York","New York","10001","7093","New York",+0040.747776,-0073.988197
"2971","Upper Hudson Planned Parenthood, Inc.","Diagnostic and Treatment Center Extension Clinic","804 Columbia Street",,"Hudson","New York","12534","10","Columbia",+0042.258457,-0073.765800
"2974","LeRoy Village Green Nursing and Rehabilitation Center","Residential Health Care Facility - SNF","10 Munson Street",,"Le Roy","New York","14482","18","Genesee",+0042.971077,-0077.994492
"2975","Center for Comprehensive Health Practice Inc","Diagnostic and Treatment Center","1900 Second Avenue",,"New York","New York","10029","7093","New York",+0040.785938,-0073.945763
"299","Elderwood at Grand Island","Residential Health Care Facility - SNF","2850 Grand Island Blvd",,"Grand Island","New York","14072","14","Erie",+0043.039127,-0078.979385
"2994","Marathon Rural Health Center Clinic","Diagnostic and Treatment Center Extension Clinic","20 East Main Street",,"Marathon","New York","13803","11","Cortland",+0042.443099,-0076.029541
"2995","Cincinnatus Rural Health Center Clinic","Diagnostic and Treatment Center Extension Clinic","2805 Cincinnatus Road",,"Cincinnatus","New York","13040","11","Cortland",+0042.542934,-0075.895599
"30","Shaker Place Rehabilitation and Nursing Center","Residential Health Care Facility - SNF","100 Heritage Lane",,"Albany","New York","12211","1","Albany",+0042.747261,-0073.817245
"300","Seneca Health Care Center","Residential Health Care Facility - SNF","2987 Seneca Street",,"West Seneca","New York","14224","14","Erie",+0042.839550,-0078.782463
"3002","Island Rehabilitative Services Corp","Diagnostic and Treatment Center","470 Seaview Ave",,"Staten Island","New York","10305","7097","Richmond",+0040.582600,-0074.084587
"3012","Buffalo Center for Rehabilitation and Nursing","Residential Health Care Facility - SNF","1014 Delaware Ave",,"Buffalo","New York","14209","14","Erie",+0042.911777,-0078.870277
"3014","Family Planning of South Central New York, Inc. at Norwich","Diagnostic and Treatment Center Extension Clinic","5 Cortland Street",,"Norwich","New York","13815","8","Chenango",+0042.534122,-0075.524529
"3019","Little Sisters of the Assumption Family Health","Certified Home Health Agency","333 East 115th Street",,"New York","New York","10029","7093","New York",+0040.795704,-0073.936668
"3024","Samaritan Health Service Ellenville","Diagnostic and Treatment Center Extension Clinic","751 Briggs Highway",,"Ellenville","New York","12428","55","Ulster",+0041.744904,-0074.483742
"303","The University of Vermont Health Network - Elizabethtown Community Hospital","Primary Care Hospital - Critical Access Hospital","75 Park Street",,"Elizabethtown","New York","12932","15","Essex",+0044.215466,-0073.596558
"3032","Royal Care Certified Home Health Care, LLC","Certified Home Health Agency","30-50 Whitestone Expressway, Suite 304",,"Flushing","New York","11354","7096","Queens",+0040.770457,-0073.836388
"304","Essex County Board of Supervisors c/o County Public Health Nursing Service","Diagnostic and Treatment Center","P.O. Box 217, 132 Water Street",,"Elizabethtown","New York","12932","15","Essex",+0044.212898,-0073.594398
"3041","Good Samaritan Nursing and Rehabilitation Care Center","Residential Health Care Facility - SNF","101 Elm Street",,"Sayville","New York","11782","51","Suffolk",+0040.725567,-0073.079498
"3044","Brooklyn Plaza Medical Center","Diagnostic and Treatment Center","650 Fulton Street",,"Brooklyn","New York","11217","7095","Kings",+0040.687092,-0073.976540
"305","Essex Center for Rehabilitation and Healthcare","Residential Health Care Facility - SNF","81 Park Street","81 Park Street","Elizabethtown","New York","12932","15","Essex",+0044.214958,-0073.596176
"3053","Onondaga Center for Rehabilitation and Nursing","Residential Health Care Facility - SNF","217 East Avenue",,"Minoa","New York","13116","33","Onondaga",+0043.079109,-0075.997574
"3055","Visiting Nurse Association of Utica and Oneida County Inc","Long Term Home Health Care Program","1650 Champlin Avenue",,"Utica","New York","13502","32","Oneida",+0043.099613,-0075.275528
"3057","VNA Home Health","Long Term Home Health Care Program","35 Colvin Avenue",,"Albany","New York","12206","1","Albany",+0042.678467,-0073.795662
"3058","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","Hospital","1825 Eastchester Road",,"Bronx","New York","10461","7094","Bronx",+0040.849575,-0073.845055
"3059","St Regis Mohawk Health Services","Diagnostic and Treatment Center","412 State Route 37",,"Hogansburg","New York","13655","16","Franklin",+0044.978226,-0074.694595
"306","Adirondack Medical Center-Lake Placid Site","Hospital","203 Old Military Road",,"Lake Placid","New York","12946","15","Essex",+0044.266376,-0073.984550
"3067","Millard Fillmore Suburban Hospital","Hospital","1540 Maple Road",,"Amherst","New York","14221","14","Erie",+0042.991219,-0078.729820
"3084","Safire Rehabilitation of Southtowns, LLC","Residential Health Care Facility - SNF","300 Dorrance Avenue",,"Buffalo","New York","14220","14","Erie",+0042.832058,-0078.810432
"3085","Primary Care Annex","Hospital Extension Clinic","5616 6th Avenue",,"Brooklyn","New York","11220","7095","Kings",+0040.640320,-0074.011787
"3086","Sunset Terrace Family Health Center at NYU Langone","Hospital Extension Clinic","514 49th Street",,"Brooklyn","New York","11220","7095","Kings",+0040.645313,-0074.009232
"3087","Fulton Health Center","Diagnostic and Treatment Center Extension Clinic","522 South Fourth Street-Suite 500",,"Fulton","New York","13069","37","Oswego",+0043.314148,-0076.405258
"3088","Far Rockaway Treatment Center","Hospital Extension Clinic","1600 Central Avenue",,"Far Rockaway","New York","11691","7096","Queens",+0040.605255,-0073.751953
"3089","Terence Cardinal Cooke Health Care Center","Residential Health Care Facility - SNF","1249 Fifth Avenue",,"New York","New York","10029","7093","New York",+0040.794212,-0073.951065
"309","The University of Vermont Health Network-Elizabethtown Community Hospital Moses Ludington","Primary Care Hospital - Critical Access Hospital","1019 Wicker Street",,"Ticonderoga","New York","12883","15","Essex",+0043.849476,-0073.435593
"3095","Greenwich House Counseling Center","Diagnostic and Treatment Center Extension Clinic","122 West 27th Street",,"New York","New York","10001","7093","New York",+0040.745731,-0073.991859
"3096","South Beach Psychiatric Center","Hospital Extension Clinic","777 Seaview Avenue",,"Staten Island","New York","10305","7097","Richmond",+0040.579605,-0074.078171
"3098","FMS-Bayside Dialysis Center","Diagnostic and Treatment Center Extension Clinic","201-10 Northern Blvd",,"Bayside","New York","11361","7096","Queens",+0040.757553,-0073.782066
"310","Elderwood at Ticonderoga","Residential Health Care Facility - SNF","1019 Wicker Street",,"Ticonderoga","New York","12883","15","Essex",+0043.849476,-0073.435593
"3104","South Nassau Communities Hospital","Long Term Home Health Care Program","2277 Grand Avenue",,"Baldwin","New York","11510","29","Nassau",+0040.654888,-0073.610298
"3107","Ridgewood Dialysis Center","Diagnostic and Treatment Center","385 Seneca Avenue",,"Ridgewood","New York","11354","7096","Queens",+0040.706997,-0073.914650
"3108","St Peters Addiction Recovery Center","Hospital Extension Clinic","55 Mohawk Street",,"Cohoes","New York","12047","1","Albany",+0042.775986,-0073.700363
"3110","New York Presbyterian/Hudson Valley Diagnostic Radiology","Hospital Extension Clinic","35 South Riverside Avenue",,"Croton-On-Hudson","New York","10520","59","Westchester",+0041.204334,-0073.890617
"3112","The Center for Recovery","Hospital Extension Clinic","340 Main Street",,"Hudson Falls","New York","12839","57","Washington",+0043.313080,-0073.577766
"3114","Ken-Ton Family Care Center","Hospital Extension Clinic","300 Two Mile Creek Road",,"Tonawanda","New York","14150","14","Erie",+0042.982777,-0078.906456
"3117","Hospice and Palliative Care of Chenango County","Hospice","21 Hayes Street",,"Norwich","New York","13815","8","Chenango",+0042.529236,-0075.525871
"3118","Jones Mem Hosp Health Care Clinic","Hospital Extension Clinic","15 Loder Street",,"Wellsville","New York","14895","2","Allegany",+0042.124207,-0077.949409
"3119","Bassett Healthcare Oneonta","Hospital Extension Clinic","125 Main Street",,"Oneonta","New York","13820","38","Otsego",+0042.452770,-0075.063469
"3120","Bassett Healthcare Sharon Springs","Hospital Extension Clinic","Route 20, P.O. Box 275",,"Sharon Springs","New York","13459","47","Schoharie",+0042.789211,-0074.617807
"3136","Rogosin Kidney Center","Diagnostic and Treatment Center","505 East 70th Street 2nd Fl",,"New York","New York","10021","7093","New York",+0040.765518,-0073.954529
"3137","Fresenius Kidney Care Hempstead","Diagnostic and Treatment Center Extension Clinic","615 Peninsula Boulevard",,"Hempstead","New York","11550","29","Nassau",+0040.697037,-0073.629593
"3138","Bedford Medical Family Health Center Inc","Diagnostic and Treatment Center","100 Ross Street",,"Brooklyn","New York","11211","7095","Kings",+0040.704281,-0073.962517
"315","Elderwood of Uihlein at Lake Placid","Residential Health Care Facility - SNF","185 Old Military Road",,"Lake Placid","New York","12946","15","Essex",+0044.265972,-0073.983253
"3151","Guthrie Cortland Medical Center","Long Term Home Health Care Program","4005 West Road",,"Cortland","New York","13045","11","Cortland",+0042.609051,-0076.186195
"3152","Centers Home Health Revival","Certified Home Health Agency","4770 White Plains Road",,"Bronx","New York","10470","7094","Bronx",+0040.905293,-0073.849434
"3156","Bezalel Rehabilitation and Nursing Center","Residential Health Care Facility - SNF","29-38 Far Rockaway Blvd",,"Far Rockaway","New York","11691","7096","Queens",+0040.598469,-0073.764702
"3164","Kirkhaven","Residential Health Care Facility - SNF","254 Alexander Street",,"Rochester","New York","14607","27","Monroe",+0043.151859,-0077.595985
"3168","Rogosin Institute - Nephrology Foundation of Brooklyn South","Diagnostic and Treatment Center Extension Clinic","1845 Mcdonald Avenue",,"Brooklyn","New York","11223","7095","Kings",+0040.607754,-0073.972717
"3169","St Camillus Home Care Agency","Certified Home Health Agency","813 Fay Road",,"Syracuse","New York","13219","33","Onondaga",+0043.035419,-0076.208199
"3170","Valley Health Services Inc","Residential Health Care Facility - SNF","690 West German Street",,"Herkimer","New York","13350","21","Herkimer",+0043.025597,-0074.998444
"318","Primary Care Network","Hospital Extension Clinic","One Fordham Plaza",,"Bronx","New York","10458","7094","Bronx",+0040.860640,-0073.890228
"3182","Highpointe on Michigan Health Care Facility","Residential Health Care Facility - SNF","1031 Michigan Avenue",,"Buffalo","New York","14203","14","Erie",+0042.900936,-0078.862740
"3185","Upstate Cerebral Palsy, Inc.","Diagnostic and Treatment Center Extension Clinic","Rd#2 North Gage Road",,"Barneveld","New York","13304","32","Oneida",+0043.250642,-0075.179226
"3187","Long Island Community Hospital Outpatient Chemical Dependency Center East","Hospital Extension Clinic","550 Montauk Highway",,"Shirley","New York","11967","51","Suffolk",+0040.800552,-0072.879204
"3189","Vocational Instruction Project Community Services, Inc.","Diagnostic and Treatment Center","770 East 176th Street",,"Bronx","New York","10460","7094","Bronx",+0040.845509,-0073.893288
"3190","Phelps Threshold&Alcoholism Clinic","Hospital Extension Clinic","155 White Plains Road",,"Tarrytown","New York","10591","59","Westchester",+0041.063942,-0073.857544
"320","Mercy Living Center","Residential Health Care Facility - SNF","114 Wawbeek Ave",,"Tupper Lake","New York","12986","16","Franklin",+0044.217003,-0074.462776
"3214","FMS-Capital District Dialysis Center","Diagnostic and Treatment Center Extension Clinic","650 McClellan Street",,"Schenectady","New York","12304","46","Schenectady",+0042.805534,-0073.916946
"3218","St Peters Addiction Recovery Center","Hospital Extension Clinic","845 Central Avenue",,"Albany","New York","12206","1","Albany",+0042.679539,-0073.789314
"3223","Richmond Kidney Center","Diagnostic and Treatment Center Extension Clinic","1366 Victory Boulevard",,"Staten Island","New York","10301","7097","Richmond",+0040.614563,-0074.109016
"3226","FMS-City Dialysis Center","Diagnostic and Treatment Center Extension Clinic","105 East 106th Street",,"New York","New York","10029","7093","New York",+0040.792744,-0073.947311
"3227","Four Seasons Nursing and Rehabilitation Center","Residential Health Care Facility - SNF","1555 Rockaway Parkway",,"Brooklyn","New York","11236","7095","Kings",+0040.642799,-0073.899612
"3230","The Hamlet Rehabilitation and Healthcare Center at Nesconset","Residential Health Care Facility - SNF","100 Southern Boulevard",,"Nesconset","New York","11767","51","Suffolk",+0040.849480,-0073.158676
"324","Adirondack Medical Center-Saranac Lake Site","Hospital","2233 State Route 86, P.O. Box 471",,"Saranac Lake","New York","12983","16","Franklin",+0044.343929,-0074.144363
"3242","James G. Johnston Memorial Nursing Home","Residential Health Care Facility - SNF","286 Deyo Hill Road",,"Johnson City","New York","13790","3","Broome",+0042.145068,-0075.955707
"3243","Elderwood at Liverpool","Residential Health Care Facility - SNF","4800 Bear Road",,"Liverpool","New York","13088","33","Onondaga",+0043.122807,-0076.181442
"325","The University of Vermont Health Network - Alice Hyde Medical Center","Hospital","133 Park Street",,"Malone","New York","12953","16","Franklin",+0044.856770,-0074.291893
"3256","Haven Manor Health Care Center,LLC","Residential Health Care Facility - SNF","1441 Gateway Boulevard",,"Far Rockaway","New York","11691","7096","Queens",+0040.600983,-0073.749962
"3258","Hollis Park Manor Nursing Home","Residential Health Care Facility - SNF","191-06 Hillside Avenue",,"Hollis","New York","11423","7096","Queens",+0040.715927,-0073.770912
"326","Alice Hyde Medical Center","Residential Health Care Facility - SNF","45 Sixth Street",,"Malone","New York","12953","16","Franklin",+0044.857291,-0074.290803
"327","Franklin County Public Health Services","Diagnostic and Treatment Center","355 West Main Street",,"Malone","New York","12953","16","Franklin",+0044.849921,-0074.295160
"3281","After Care Program","Hospital Extension Clinic","75 Stratton Street South",,"Yonkers","New York","10701","59","Westchester",+0040.942871,-0073.876038
"3282","Roberto Clemente Family Guidance Center","Diagnostic and Treatment Center Extension Clinic","540 East 13th Street",,"New York","New York","10009","7093","New York",+0040.728966,-0073.979195
"3283","St Cabrini Nursing Home","Long Term Home Health Care Program","115 South Broadway",,"Dobbs Ferry","New York","10522","59","Westchester",+0041.007656,-0073.879242
"3290","McAuliffe Health Center","Diagnostic and Treatment Center","115 Creek Circle",,"Dewitt","New York","13057","33","Onondaga",+0043.086962,-0076.072515
"3293","Eddy Memorial Geriatric Center","Residential Health Care Facility - SNF","2256 Burdett Avenue",,"Troy","New York","12180","41","Rensselaer",+0042.734924,-0073.670921
"3295","Elderwood at Hamburg","Residential Health Care Facility - SNF","5775 Maelou Drive",,"Hamburg","New York","14075","14","Erie",+0042.730587,-0078.833969
"3298","Community Health Center of St. Mary's Healthcare and Nathan Littauer Hospital","Certified Home Health Agency","2-8 West Main Street",,"Johnstown","New York","12095","17","Fulton",+0043.006397,-0074.371323
"33","The Grand Rehabilitation and Nursing at Guilderland","Residential Health Care Facility - SNF","428 State Route 146",,"Altamont","New York","12009","1","Albany",+0042.702211,-0073.961676
"330","Nathan Littauer Hospital","Hospital","99 East State Street",,"Gloversville","New York","12078","17","Fulton",+0043.068096,-0074.330643
"3303","Community Health Center of St. Mary's Healthcare and Nathan Littauer Hospital","Long Term Home Health Care Program","2-8 West Main Street",,"Johnstown","New York","12095","17","Fulton",+0043.006397,-0074.371323
"3307","East Neck Nursing & Rehabilitation Center","Residential Health Care Facility - SNF","134 Great East Neck Road",,"West Babylon","New York","11704","51","Suffolk",+0040.690781,-0073.345139
"331","Nathan Littauer Hospital Nursing Home","Residential Health Care Facility - SNF","99 East State Street",,"Gloversville","New York","12078","17","Fulton",+0043.068096,-0074.330643
"332","Planned Parenthood Johnstown Health Center","Diagnostic and Treatment Center Extension Clinic","400 North Perry Street",,"Johnstown","New York","12095","17","Fulton",+0043.020668,-0074.368668
"3329","Metro Community Health Center Staten Island","Diagnostic and Treatment Center Extension Clinic","2324 Forest Ave",,"Staten Island","New York","10303","7097","Richmond",+0040.627441,-0074.167397
"333","Methadone Clinic III","Hospital Extension Clinic","211-221 Powell Street",,"Brooklyn","New York","11212","7095","Kings",+0040.669186,-0073.903755
"3334","Willcare LTHHCP","Long Term Home Health Care Program","95 North Main Street, Suite 104",,"Wellsville","New York","14895","2","Allegany",+0042.121269,-0077.947121
"3336","Planned Parenthood Goshen Health Center","Diagnostic and Treatment Center Extension Clinic","7 Coates Drive",,"Goshen","New York","10924","35","Orange",+0041.389790,-0074.337029
"3339","Schofield Residence","Long Term Home Health Care Program","2757 Elmwood Avenue",,"Kenmore","New York","14217","14","Erie",+0042.972507,-0078.878639
"3341","Jefferson County Public Health Service","Long Term Home Health Care Program","531 Meade Street",,"Watertown","New York","13601","22","Jefferson",+0043.985638,-0075.918922
"3342","FMS-Clinton Crossing","Diagnostic and Treatment Center Extension Clinic","2400 South Clinton Avenue",,"Rochester","New York","14618","27","Monroe",+0043.112175,-0077.597466
"3343","Hospice of Central New York/Hospice and Palliative Care Associates/Hospice of the Finger Lakes","Hospice","990 Seventh North Street",,"Liverpool","New York","13088","33","Onondaga",+0043.099258,-0076.181641
"335","Wells Nursing Home Inc","Residential Health Care Facility - SNF","201 W Madison Avenue",,"Johnstown","New York","12095","17","Fulton",+0043.000950,-0074.375664
"336","Fulton County Public Health Department","Diagnostic and Treatment Center","2714 State Hwy 29",,"Johnstown","New York","12095","17","Fulton",+0043.018066,-0074.348953
"337","Fulton Center for Rehabilitation and Healthcare","Residential Health Care Facility - SNF","847 Cohwy 122",,"Gloversville","New York","12078","17","Fulton",+0043.072311,-0074.370544
"3370","Absolut Center for Nursing and Rehabilitation at Westfield, LLC","Residential Health Care Facility - SNF","26 Cass Street",,"Westfield","New York","14787","6","Chautauqua",+0042.328117,-0079.572411
"3374","Jewish Home of Rochester","Residential Health Care Facility - SNF","2021 South Winton Road",,"Rochester","New York","14618","27","Monroe",+0043.104618,-0077.577599
"3378","Mental Health Clinic","Hospital Extension Clinic","1316 Fulton Avenue",,"Bronx","New York","10456","7094","Bronx",+0040.832577,-0073.903114
"3380","Downtown Alcoholism Clinic","Hospital Extension Clinic","1285 Main Street",,"Buffalo","New York","14209","14","Erie",+0042.908630,-0078.866753
"3382","Lower Manhattan Dialysis Center Inc","Diagnostic and Treatment Center","323 East 34th Street",,"New York","New York","10016","7093","New York",+0040.744320,-0073.974632
"3383","Hutchings Psychiatric Center","Hospital Extension Clinic","620 Madison Street",,"Syracuse","New York","13210","33","Onondaga",+0043.045330,-0076.139816
"3385","Hospicare and Palliative Care Services","Hospice","172 East King Road",,"Ithaca","New York","14850","54","Tompkins",+0042.405090,-0076.487770
"339","United Memorial Medical Center North Street Campus","Hospital","127 North St",,"Batavia","New York","14020","18","Genesee",+0043.004040,-0078.177475
